Title,Type,Service,Genre,IMDB,ReelGood,Released Year,Seasons
Dracula,tv,Netflix,Drama,6.8,73.0,2020,1.0
Dracula,tv,Netflix,Horror,6.8,73.0,2020,1.0
3%,tv,Netflix,Drama,7.4,74.0,2016,4.0
3%,tv,Netflix,Action & Adventure,7.4,74.0,2016,4.0
3%,tv,Netflix,Thriller,7.4,74.0,2016,4.0
The Golden Girls,tv,Hulu,Drama,7.9,73.0,1985,8.0
The Golden Girls,tv,Hulu,Comedy,7.9,73.0,1985,8.0
The Goldbergs,tv,Hulu,Comedy,8.1,73.0,2013,
Babylon Berlin,tv,Netflix,Crime,8.4,74.0,2017,3.0
Babylon Berlin,tv,Netflix,History,8.4,74.0,2017,3.0
Babylon Berlin,tv,Netflix,Drama,8.4,74.0,2017,3.0
Mr Inbetween,tv,Hulu,Crime,8.3,73.0,2018,
Mr Inbetween,tv,Hulu,Drama,8.3,73.0,2018,
Mr Inbetween,tv,Hulu,Comedy,8.3,73.0,2018,
Quantico,tv,Netflix,Crime,6.7,73.0,2015,3.0
Quantico,tv,Netflix,Drama,6.7,73.0,2015,3.0
Quantico,tv,Netflix,Mystery,6.7,73.0,2015,3.0
Abstract: The Art of Design,tv,Netflix,Documentary,8.4,73.0,2017,
Merlí,tv,Netflix,Drama,8.6,72.0,2015,3.0
Merlí,tv,Netflix,Comedy,8.6,72.0,2015,3.0
Merlí,tv,Netflix,LGBTQ,8.6,72.0,2015,3.0
Empire,tv,Hulu,Musical,7.4,73.0,2015,6.0
Empire,tv,Hulu,Family,7.4,73.0,2015,6.0
Empire,tv,Hulu,Drama,7.4,73.0,2015,6.0
American Crime,tv,Netflix,Crime,7.8,74.0,2015,3.0
American Crime,tv,Netflix,Drama,7.8,74.0,2015,3.0
American Crime,tv,Netflix,Action & Adventure,7.8,74.0,2015,3.0
MythBusters,tv,Hulu,Reality,8.3,73.0,2003,37.0
MythBusters,tv,Hulu,Documentary,8.3,73.0,2003,37.0
Survivor,tv,Hulu,Reality,7.2,73.0,2000,40.0
Survivor,tv,Hulu,Game Show,7.2,73.0,2000,40.0
Survivor,tv,Hulu,Action & Adventure,7.2,73.0,2000,40.0
Frequency,tv,Netflix,Drama,7.5,73.0,2016,3.0
Frequency,tv,Netflix,Thriller,7.5,73.0,2016,3.0
Frequency,tv,Netflix,Mystery,7.5,73.0,2016,3.0
Salem,tv,Hulu,Drama,7.1,72.0,2014,3.0
Salem,tv,Hulu,Action & Adventure,7.1,72.0,2014,3.0
Salem,tv,Hulu,Fantasy,7.1,72.0,2014,3.0
Voltron: Legendary Defender,tv,Netflix,Action & Adventure,8.1,73.0,2016,
Voltron: Legendary Defender,tv,Netflix,Science-Fiction,8.1,73.0,2016,
Voltron: Legendary Defender,tv,Netflix,Animation,8.1,73.0,2016,
Spider-Man,tv,Disney+,Family,8.3,71.0,1994,5.0
Spider-Man,tv,Disney+,Action & Adventure,8.3,71.0,1994,5.0
Spider-Man,tv,Disney+,Animation,8.3,71.0,1994,5.0
Five Came Back,tv,Netflix,History,8.3,73.0,2017,1.0
Five Came Back,tv,Netflix,Biography,8.3,73.0,2017,1.0
Five Came Back,tv,Netflix,Documentary,8.3,73.0,2017,1.0
Everything Sucks!,tv,Netflix,Drama,7.5,73.0,2018,1.0
Everything Sucks!,tv,Netflix,Comedy,7.5,73.0,2018,1.0
Everything Sucks!,tv,Netflix,LGBTQ,7.5,73.0,2018,1.0
Kaguya-sama: Love is War,tv,Hulu,Anime,8.3,72.0,2019,2.0
Kaguya-sama: Love is War,tv,Hulu,Comedy,8.3,72.0,2019,2.0
Kaguya-sama: Love is War,tv,Hulu,Animation,8.3,72.0,2019,2.0
GHOUL,tv,Netflix,Drama,7.1,73.0,2018,
GHOUL,tv,Netflix,Fantasy,7.1,73.0,2018,
GHOUL,tv,Netflix,Horror,7.1,73.0,2018,
Parasyte -the maxim-,tv,Netflix,Anime,8.3,72.0,2014,1.0
Parasyte -the maxim-,tv,Netflix,Action & Adventure,8.3,72.0,2014,1.0
Parasyte -the maxim-,tv,Netflix,Animation,8.3,72.0,2014,1.0
Parasyte -the maxim-,tv,Hulu,Anime,8.3,72.0,2014,1.0
Parasyte -the maxim-,tv,Hulu,Action & Adventure,8.3,72.0,2014,1.0
Parasyte -the maxim-,tv,Hulu,Animation,8.3,72.0,2014,1.0
The Wonder Years,tv,Hulu,Family,8.3,73.0,1988,6.0
The Wonder Years,tv,Hulu,Drama,8.3,73.0,1988,6.0
The Wonder Years,tv,Hulu,Comedy,8.3,73.0,1988,6.0
Anohana: The Flower We Saw That Day,tv,Netflix,Anime,8.2,73.0,2011,2.0
Anohana: The Flower We Saw That Day,tv,Netflix,Drama,8.2,73.0,2011,2.0
Anohana: The Flower We Saw That Day,tv,Netflix,Animation,8.2,73.0,2011,2.0
Daria,tv,Hulu,Romance,8.0,71.0,1997,5.0
Daria,tv,Hulu,Comedy,8.0,71.0,1997,5.0
Daria,tv,Hulu,Animation,8.0,71.0,1997,5.0
Lenox Hill,tv,Netflix,Documentary,8.8,76.0,2020,1.0
The Mechanism,tv,Netflix,Crime,8.4,72.0,2018,
The Mechanism,tv,Netflix,Drama,8.4,72.0,2018,
The Mechanism,tv,Netflix,Thriller,8.4,72.0,2018,
Rascal Does Not Dream of Bunny Girl Senpai,tv,Hulu,Anime,8.1,72.0,2018,2.0
Rascal Does Not Dream of Bunny Girl Senpai,tv,Hulu,Drama,8.1,72.0,2018,2.0
Rascal Does Not Dream of Bunny Girl Senpai,tv,Hulu,Animation,8.1,72.0,2018,2.0
Documentary Now!,tv,Netflix,Comedy,8.1,72.0,2015,3.0
Documentary Now!,tv,Netflix,Documentary,8.1,72.0,2015,3.0
Cheer,tv,Netflix,Reality,8.2,74.0,2020,
Cheer,tv,Netflix,Sport,8.2,74.0,2020,
Cheer,tv,Netflix,Documentary,8.2,74.0,2020,
Criminal: UK,tv,Netflix,Crime,7.5,71.0,2019,
Criminal: UK,tv,Netflix,Drama,7.5,71.0,2019,
Criminal: UK,tv,Netflix,Thriller,7.5,71.0,2019,
Nashville,tv,Hulu,Musical,7.7,73.0,2012,6.0
Nashville,tv,Hulu,Drama,7.7,73.0,2012,6.0
The Looming Tower,tv,Hulu,History,8.0,73.0,2018,1.0
The Looming Tower,tv,Hulu,Drama,8.0,73.0,2018,1.0
Man Seeking Woman,tv,Hulu,Romance,7.7,73.0,2015,3.0
Man Seeking Woman,tv,Hulu,Comedy,7.7,73.0,2015,3.0
Man Seeking Woman,tv,Hulu,Fantasy,7.7,73.0,2015,3.0
The Amazing Race,tv,Hulu,Reality,7.6,70.0,2001,32.0
The Amazing Race,tv,Hulu,Travel,7.6,70.0,2001,32.0
The Amazing Race,tv,Hulu,Action & Adventure,7.6,70.0,2001,32.0
Blackadder,tv,Hulu,Comedy,8.1,72.0,1983,4.0
ER,tv,Hulu,Romance,7.7,72.0,1994,15.0
ER,tv,Hulu,Drama,7.7,72.0,1994,15.0
Whitechapel,tv,Hulu,Crime,7.9,73.0,2009,
Whitechapel,tv,Hulu,Thriller,7.9,73.0,2009,
Whitechapel,tv,Hulu,Mystery,7.9,73.0,2009,
RuPaul's Drag Race All Stars,tv,Hulu,Reality,8.5,72.0,2012,6.0
RuPaul's Drag Race All Stars,tv,Hulu,Game Show,8.5,72.0,2012,6.0
RuPaul's Drag Race All Stars,tv,Hulu,LGBTQ,8.5,72.0,2012,6.0
Fire Force,tv,Hulu,Anime,7.8,72.0,2019,2.0
Fire Force,tv,Hulu,Action & Adventure,7.8,72.0,2019,2.0
Fire Force,tv,Hulu,Animation,7.8,72.0,2019,2.0
Dirty John,tv,Netflix,Crime,7.2,75.0,2018,
Dirty John,tv,Netflix,Drama,7.2,75.0,2018,
Dirty John,tv,Netflix,Thriller,7.2,75.0,2018,
Raising Dion,tv,Netflix,Family,7.2,73.0,2019,1.0
Raising Dion,tv,Netflix,Drama,7.2,73.0,2019,1.0
Raising Dion,tv,Netflix,Action & Adventure,7.2,73.0,2019,1.0
Boy Meets World,tv,Disney+,Family,8.1,71.0,1993,7.0
Boy Meets World,tv,Disney+,Drama,8.1,71.0,1993,7.0
Boy Meets World,tv,Disney+,Comedy,8.1,71.0,1993,7.0
Boy Meets World,tv,Disney+,Children,8.1,71.0,1993,7.0
The Politician,tv,Netflix,Drama,7.5,74.0,2019,2.0
The Politician,tv,Netflix,Comedy,7.5,74.0,2019,2.0
UnREAL,tv,Hulu,Romance,7.8,73.0,2015,
UnREAL,tv,Hulu,Drama,7.8,73.0,2015,
UnREAL,tv,Hulu,Comedy,7.8,73.0,2015,
Rise of Empires: Ottoman,tv,Netflix,History,8.0,72.0,2020,1.0
Rise of Empires: Ottoman,tv,Netflix,Drama,8.0,72.0,2020,1.0
Rise of Empires: Ottoman,tv,Netflix,Documentary,8.0,72.0,2020,1.0
Formula 1: Drive to Survive,tv,Netflix,Sport,8.6,73.0,2019,2.0
Formula 1: Drive to Survive,tv,Netflix,Documentary,8.6,73.0,2019,2.0
Hemlock Grove,tv,Netflix,Science-Fiction,7.1,71.0,2013,3.0
Hemlock Grove,tv,Netflix,Mystery,7.1,71.0,2013,3.0
Hemlock Grove,tv,Netflix,Horror,7.1,71.0,2013,3.0
NEXT,tv,Hulu,Drama,,35.0,2020,
NEXT,tv,Hulu,Action & Adventure,,35.0,2020,
NEXT,tv,Hulu,Science-Fiction,,35.0,2020,
London Spy,tv,Netflix,Crime,7.5,71.0,2015,1.0
London Spy,tv,Netflix,Drama,7.5,71.0,2015,1.0
London Spy,tv,Netflix,LGBTQ,7.5,71.0,2015,1.0
Scream: The TV Series,tv,Netflix,Crime,7.2,70.0,2015,3.0
Scream: The TV Series,tv,Netflix,Mystery,7.2,70.0,2015,3.0
Scream: The TV Series,tv,Netflix,Horror,7.2,70.0,2015,3.0
Last Man Standing,tv,Hulu,Comedy,7.6,73.0,2011,
Robot Chicken,tv,Hulu,Comedy,7.7,71.0,2005,11.0
Robot Chicken,tv,Hulu,Science-Fiction,7.7,71.0,2005,11.0
Robot Chicken,tv,Hulu,Animation,7.7,71.0,2005,11.0
Last Chance U,tv,Netflix,Sport,8.5,73.0,2016,5.0
Last Chance U,tv,Netflix,Documentary,8.5,73.0,2016,5.0
For Life,tv,Hulu,Crime,7.6,71.0,2020,1.0
For Life,tv,Hulu,Drama,7.6,71.0,2020,1.0
For Life,tv,Hulu,Biography,7.6,71.0,2020,1.0
Brockmire,tv,Hulu,Drama,8.0,74.0,2017,4.0
Brockmire,tv,Hulu,Comedy,8.0,74.0,2017,4.0
Brockmire,tv,Hulu,Sport,8.0,74.0,2017,4.0
Boruto: Naruto Next Generations,tv,Hulu,Anime,7.0,71.0,2017,7.0
Boruto: Naruto Next Generations,tv,Hulu,Action & Adventure,7.0,71.0,2017,7.0
Boruto: Naruto Next Generations,tv,Hulu,Animation,7.0,71.0,2017,7.0
Will & Grace,tv,Hulu,Romance,7.2,72.0,1998,11.0
Will & Grace,tv,Hulu,Comedy,7.2,72.0,1998,11.0
Will & Grace,tv,Hulu,LGBTQ,7.2,72.0,1998,11.0
Violet Evergarden,tv,Netflix,Anime,8.4,71.0,2018,2.0
Violet Evergarden,tv,Netflix,Drama,8.4,71.0,2018,2.0
Violet Evergarden,tv,Netflix,Animation,8.4,71.0,2018,2.0
Middleditch & Schwartz,tv,Netflix,Comedy,8.7,73.0,2020,
Motherland: Fort Salem,tv,Hulu,Drama,7.1,72.0,2020,1.0
Motherland: Fort Salem,tv,Hulu,Fantasy,7.1,72.0,2020,1.0
Motherland: Fort Salem,tv,Hulu,Science-Fiction,7.1,72.0,2020,1.0
Transformers: War for Cybertron,tv,Netflix,Action & Adventure,7.5,71.0,2020,
Transformers: War for Cybertron,tv,Netflix,Science-Fiction,7.5,71.0,2020,
Transformers: War for Cybertron,tv,Netflix,Animation,7.5,71.0,2020,
Secret City,tv,Netflix,Drama,7.4,71.0,2016,2.0
Secret City,tv,Netflix,Thriller,7.4,71.0,2016,2.0
Secret City,tv,Netflix,Mystery,7.4,71.0,2016,2.0
Ben 10,tv,Hulu,Family,7.2,71.0,2005,4.0
Ben 10,tv,Hulu,Action & Adventure,7.2,71.0,2005,4.0
Ben 10,tv,Hulu,Animation,7.2,71.0,2005,4.0
Ben 10,tv,Hulu,Children,7.2,71.0,2005,4.0
Down to Earth with Zac Efron,tv,Netflix,Travel,8.1,74.0,2020,
Down to Earth with Zac Efron,tv,Netflix,Documentary,8.1,74.0,2020,
Beauty and the Beast,tv,Netflix,Crime,7.0,72.0,2012,4.0
Beauty and the Beast,tv,Netflix,Drama,7.0,72.0,2012,4.0
Beauty and the Beast,tv,Netflix,Fantasy,7.0,72.0,2012,4.0
Akame ga Kill!,tv,Netflix,Anime,7.9,72.0,2014,1.0
Akame ga Kill!,tv,Netflix,Action & Adventure,7.9,72.0,2014,1.0
Akame ga Kill!,tv,Netflix,Animation,7.9,72.0,2014,1.0
Akame ga Kill!,tv,Hulu,Anime,7.9,72.0,2014,1.0
Akame ga Kill!,tv,Hulu,Action & Adventure,7.9,72.0,2014,1.0
Akame ga Kill!,tv,Hulu,Animation,7.9,72.0,2014,1.0
Zoo,tv,Netflix,Drama,6.8,71.0,2015,4.0
Zoo,tv,Netflix,Thriller,6.8,71.0,2015,4.0
Zoo,tv,Netflix,Mystery,6.8,71.0,2015,4.0
Sesame Street,tv,Hulu,Action & Adventure,8.1,71.0,1969,
Sesame Street,tv,Hulu,Animation,8.1,71.0,1969,
Sesame Street,tv,Hulu,Children,8.1,71.0,1969,
Sliders,tv,Hulu,Action & Adventure,7.4,71.0,1995,5.0
Sliders,tv,Hulu,Fantasy,7.4,71.0,1995,5.0
Sliders,tv,Hulu,Science-Fiction,7.4,71.0,1995,5.0
Yeh Meri Family,tv,Netflix,Musical,9.2,72.0,2018,1.0
Yeh Meri Family,tv,Netflix,Family,9.2,72.0,2018,1.0
Yeh Meri Family,tv,Netflix,Drama,9.2,72.0,2018,1.0
Yeh Meri Family,tv,Netflix,Comedy,9.2,72.0,2018,1.0
Ghost Adventures,tv,Hulu,Reality,7.5,69.0,2008,23.0
Ghost Adventures,tv,Hulu,Action & Adventure,7.5,69.0,2008,23.0
Ghost Adventures,tv,Hulu,Documentary,7.5,69.0,2008,23.0
The Devil Next Door,tv,Netflix,Crime,7.6,71.0,2019,
The Devil Next Door,tv,Netflix,Documentary,7.6,71.0,2019,
Drake & Josh,tv,Hulu,Family,7.7,71.0,2004,4.0
Drake & Josh,tv,Hulu,Comedy,7.7,71.0,2004,4.0
Drake & Josh,tv,Hulu,Children,7.7,71.0,2004,4.0
Good Behavior,tv,Hulu,Crime,8.1,72.0,2016,
Good Behavior,tv,Hulu,Drama,8.1,72.0,2016,
Good Behavior,tv,Hulu,Thriller,8.1,72.0,2016,
Frontier,tv,Netflix,History,7.2,72.0,2016,
Frontier,tv,Netflix,Drama,7.2,72.0,2016,
Frontier,tv,Netflix,Action & Adventure,7.2,72.0,2016,
Medici: Masters of Florence,tv,Netflix,History,7.9,72.0,2016,3.0
Medici: Masters of Florence,tv,Netflix,Drama,7.9,72.0,2016,3.0
Medici: Masters of Florence,tv,Netflix,Biography,7.9,72.0,2016,3.0
Alfred Hitchcock Presents,tv,Hulu,Drama,8.5,72.0,1955,
Alfred Hitchcock Presents,tv,Hulu,Mystery,8.5,72.0,1955,
The Brady Bunch,tv,Hulu,Family,6.7,71.0,1969,
The Brady Bunch,tv,Hulu,Comedy,6.7,71.0,1969,
The Long Road Home,tv,Hulu,Drama,7.5,70.0,2017,1.0
The Long Road Home,tv,Hulu,Action & Adventure,7.5,70.0,2017,1.0
The Toys That Made Us,tv,Netflix,History,8.1,71.0,2017,3.0
The Toys That Made Us,tv,Netflix,Comedy,8.1,71.0,2017,3.0
The Toys That Made Us,tv,Netflix,Documentary,8.1,71.0,2017,3.0
Shameless,tv,Hulu,Crime,8.0,70.0,2004,11.0
Shameless,tv,Hulu,Drama,8.0,70.0,2004,11.0
Shameless,tv,Hulu,Comedy,8.0,70.0,2004,11.0
Rurouni Kenshin,tv,Hulu,Anime,8.5,71.0,1996,4.0
Rurouni Kenshin,tv,Hulu,Action & Adventure,8.5,71.0,1996,4.0
Rurouni Kenshin,tv,Hulu,Animation,8.5,71.0,1996,4.0
Doc Martin,tv,Hulu,Romance,8.3,71.0,2004,10.0
Doc Martin,tv,Hulu,Drama,8.3,71.0,2004,10.0
Doc Martin,tv,Hulu,Comedy,8.3,71.0,2004,10.0
Baskets,tv,Hulu,Drama,7.6,72.0,2016,
Baskets,tv,Hulu,Comedy,7.6,72.0,2016,
How to Sell Drugs Online (Fast),tv,Netflix,Crime,7.9,73.0,2019,2.0
How to Sell Drugs Online (Fast),tv,Netflix,Drama,7.9,73.0,2019,2.0
How to Sell Drugs Online (Fast),tv,Netflix,Comedy,7.9,73.0,2019,2.0
Casual,tv,Hulu,Drama,7.5,72.0,2015,4.0
Casual,tv,Hulu,Comedy,7.5,72.0,2015,4.0
Legends,tv,Hulu,Crime,7.5,70.0,2014,2.0
Legends,tv,Hulu,Drama,7.5,70.0,2014,2.0
Legends,tv,Hulu,Action & Adventure,7.5,70.0,2014,2.0
Descendants of the Sun,tv,Hulu,Romance,8.4,71.0,2016,
Descendants of the Sun,tv,Hulu,Action & Adventure,8.4,71.0,2016,
Descendants of the Sun,tv,Hulu,Fantasy,8.4,71.0,2016,
High Score,tv,Netflix,History,7.4,76.0,2020,1.0
High Score,tv,Netflix,Documentary,7.4,76.0,2020,1.0
Mars,tv,Netflix,Drama,7.5,71.0,2016,2.0
Mars,tv,Netflix,Action & Adventure,7.5,71.0,2016,2.0
Mars,tv,Netflix,Science-Fiction,7.5,71.0,2016,2.0
Terriers,tv,Hulu,Crime,8.4,73.0,2010,
Terriers,tv,Hulu,Drama,8.4,73.0,2010,
Terriers,tv,Hulu,Comedy,8.4,73.0,2010,
Full House,tv,Hulu,Family,6.7,73.0,1987,8.0
Full House,tv,Hulu,Drama,6.7,73.0,1987,8.0
Full House,tv,Hulu,Comedy,6.7,73.0,1987,8.0
Dark Side of the Ring,tv,Hulu,History,8.7,71.0,2019,3.0
Dark Side of the Ring,tv,Hulu,Drama,8.7,71.0,2019,3.0
Dark Side of the Ring,tv,Hulu,Documentary,8.7,71.0,2019,3.0
Legit,tv,Hulu,Stand-up & Talk,8.2,70.0,2013,2.0
Legit,tv,Hulu,Comedy,8.2,70.0,2013,2.0
Jeffrey Epstein: Filthy Rich,tv,Netflix,Crime,7.1,73.0,2020,
Jeffrey Epstein: Filthy Rich,tv,Netflix,Documentary,7.1,73.0,2020,
NOS4A2,tv,Hulu,Drama,6.7,72.0,2019,2.0
NOS4A2,tv,Hulu,Fantasy,6.7,72.0,2019,2.0
NOS4A2,tv,Hulu,Horror,6.7,72.0,2019,2.0
Chicago Med,tv,Hulu,Drama,7.5,70.0,2015,7.0
Chicago Med,tv,Hulu,Action & Adventure,7.5,70.0,2015,7.0
Locked Up,tv,Netflix,Drama,8.2,71.0,2015,5.0
Locked Up,tv,Netflix,Thriller,8.2,71.0,2015,5.0
Locked Up,tv,Netflix,Mystery,8.2,71.0,2015,5.0
Pretty Little Liars: The Perfectionists,tv,Hulu,Crime,7.1,71.0,2019,1.0
Pretty Little Liars: The Perfectionists,tv,Hulu,Drama,7.1,71.0,2019,1.0
Pretty Little Liars: The Perfectionists,tv,Hulu,Mystery,7.1,71.0,2019,1.0
Sweet Magnolias,tv,Netflix,Romance,7.4,72.0,2020,1.0
Sweet Magnolias,tv,Netflix,Drama,7.4,72.0,2020,1.0
Glitch,tv,Netflix,Drama,7.4,72.0,2015,3.0
Glitch,tv,Netflix,Mystery,7.4,72.0,2015,3.0
Glitch,tv,Netflix,Horror,7.4,72.0,2015,3.0
The Eric Andre Show,tv,Hulu,Comedy,8.6,70.0,2012,5.0
Great Pretender,tv,Netflix,Anime,8.1,71.0,2020,1.0
Great Pretender,tv,Netflix,Action & Adventure,8.1,71.0,2020,1.0
Great Pretender,tv,Netflix,Animation,8.1,71.0,2020,1.0
Derek,tv,Netflix,Drama,8.0,70.0,2013,
Derek,tv,Netflix,Comedy,8.0,70.0,2013,
Touch,tv,Hulu,Drama,7.3,71.0,2012,2.0
Touch,tv,Hulu,Science-Fiction,7.3,71.0,2012,2.0
Touch,tv,Hulu,Mystery,7.3,71.0,2012,2.0
Transplant,tv,Hulu,Drama,7.7,69.0,2020,1.0
Cursed,tv,Netflix,Drama,5.8,73.0,2020,1.0
Cursed,tv,Netflix,Action & Adventure,5.8,73.0,2020,1.0
Cursed,tv,Netflix,Fantasy,5.8,73.0,2020,1.0
Ally McBeal,tv,Hulu,Drama,6.8,71.0,1997,
Ally McBeal,tv,Hulu,Comedy,6.8,71.0,1997,
Ally McBeal,tv,Hulu,Fantasy,6.8,71.0,1997,
Make It or Break It,tv,Hulu,Drama,7.5,72.0,2009,3.0
Make It or Break It,tv,Hulu,Sport,7.5,72.0,2009,3.0
Battlestar Galactica,tv,Hulu,Drama,7.2,72.0,1978,1.0
Battlestar Galactica,tv,Hulu,Action & Adventure,7.2,72.0,1978,1.0
Battlestar Galactica,tv,Hulu,Science-Fiction,7.2,72.0,1978,1.0
Underground,tv,Hulu,History,7.7,70.0,2016,2.0
Underground,tv,Hulu,Drama,7.7,70.0,2016,2.0
Underground,tv,Hulu,Action & Adventure,7.7,70.0,2016,2.0
Caliphate,tv,Netflix,Drama,8.2,71.0,2020,1.0
Caliphate,tv,Netflix,Thriller,8.2,71.0,2020,1.0
Mom,tv,Hulu,Romance,7.2,71.0,2013,
Mom,tv,Hulu,Drama,7.2,71.0,2013,
Mom,tv,Hulu,Comedy,7.2,71.0,2013,
King of the Hill,tv,Hulu,Drama,7.3,71.0,1997,13.0
King of the Hill,tv,Hulu,Comedy,7.3,71.0,1997,13.0
King of the Hill,tv,Hulu,Animation,7.3,71.0,1997,13.0
Hell's Kitchen,tv,Hulu,Reality,7.1,72.0,2005,
Hell's Kitchen,tv,Hulu,Game Show,7.1,72.0,2005,
Hell's Kitchen,tv,Hulu,Food,7.1,72.0,2005,
Trollhunters: Tales of Arcadia,tv,Netflix,Action & Adventure,8.5,71.0,2016,
Trollhunters: Tales of Arcadia,tv,Netflix,Comedy,8.5,71.0,2016,
Trollhunters: Tales of Arcadia,tv,Netflix,Animation,8.5,71.0,2016,
Seven Seconds,tv,Netflix,Crime,7.7,71.0,2018,
Seven Seconds,tv,Netflix,Drama,7.7,71.0,2018,
Digimon Adventure,tv,Hulu,Family,7.3,69.0,1999,
Digimon Adventure,tv,Hulu,Action & Adventure,7.3,69.0,1999,
Digimon Adventure,tv,Hulu,Animation,7.3,69.0,1999,
Mushi-Shi,tv,Hulu,Anime,8.5,79.0,2005,3.0
Mushi-Shi,tv,Hulu,Drama,8.5,79.0,2005,3.0
Mushi-Shi,tv,Hulu,Animation,8.5,79.0,2005,3.0
Time: The Kalief Browder Story,tv,Netflix,Biography,8.5,71.0,2017,1.0
Time: The Kalief Browder Story,tv,Netflix,Documentary,8.5,71.0,2017,1.0
Killer Inside: The Mind of Aaron Hernandez,tv,Netflix,Crime,7.4,71.0,2020,
Killer Inside: The Mind of Aaron Hernandez,tv,Netflix,Sport,7.4,71.0,2020,
Killer Inside: The Mind of Aaron Hernandez,tv,Netflix,Documentary,7.4,71.0,2020,
Baby,tv,Netflix,Drama,6.8,71.0,2018,3.0
Impractical Jokers,tv,Hulu,Reality,8.6,71.0,2011,
Impractical Jokers,tv,Hulu,Comedy,8.6,71.0,2011,
Kengan Ashura,tv,Netflix,Anime,8.0,70.0,2019,2.0
Kengan Ashura,tv,Netflix,Action & Adventure,8.0,70.0,2019,2.0
Kengan Ashura,tv,Netflix,Sport,8.0,70.0,2019,2.0
Chance,tv,Hulu,Drama,7.7,70.0,2016,2.0
Chance,tv,Hulu,Thriller,7.7,70.0,2016,2.0
Chance,tv,Hulu,Mystery,7.7,70.0,2016,2.0
Hey Arnold!,tv,Hulu,Comedy,7.6,70.0,1996,
Hey Arnold!,tv,Hulu,Animation,7.6,70.0,1996,
Hey Arnold!,tv,Hulu,Children,7.6,70.0,1996,
The Detour,tv,Hulu,Drama,7.7,71.0,2016,
The Detour,tv,Hulu,Action & Adventure,7.7,71.0,2016,
The Detour,tv,Hulu,Comedy,7.7,71.0,2016,
Solar Opposites,tv,Hulu,Comedy,8.0,71.0,2020,2.0
Solar Opposites,tv,Hulu,Science-Fiction,8.0,71.0,2020,2.0
Solar Opposites,tv,Hulu,Animation,8.0,71.0,2020,2.0
Ancient Aliens,tv,Netflix,History,7.3,71.0,2010,15.0
Ancient Aliens,tv,Netflix,Documentary,7.3,71.0,2010,15.0
Ancient Aliens,tv,Hulu,History,7.3,71.0,2010,15.0
Ancient Aliens,tv,Hulu,Documentary,7.3,71.0,2010,15.0
Black Lightning,tv,Netflix,Drama,6.1,70.0,2018,4.0
Black Lightning,tv,Netflix,Action & Adventure,6.1,70.0,2018,4.0
Black Lightning,tv,Netflix,Science-Fiction,6.1,70.0,2018,4.0
Yu Yu Hakusho,tv,Hulu,Anime,8.4,70.0,1992,4.0
Yu Yu Hakusho,tv,Hulu,Action & Adventure,8.4,70.0,1992,4.0
Yu Yu Hakusho,tv,Hulu,Animation,8.4,70.0,1992,4.0
Brassic,tv,Hulu,Crime,8.3,69.0,2019,
Brassic,tv,Hulu,Drama,8.3,69.0,2019,
Brassic,tv,Hulu,Comedy,8.3,69.0,2019,
Masum,tv,Netflix,Crime,8.5,70.0,2017,
Masum,tv,Netflix,Drama,8.5,70.0,2017,
Masum,tv,Netflix,Mystery,8.5,70.0,2017,
Warrior Nun,tv,Netflix,Drama,6.9,70.0,2020,1.0
Warrior Nun,tv,Netflix,Action & Adventure,6.9,70.0,2020,1.0
Body of Proof,tv,Hulu,Crime,7.1,71.0,2011,3.0
Body of Proof,tv,Hulu,Drama,7.1,71.0,2011,3.0
Body of Proof,tv,Hulu,Comedy,7.1,71.0,2011,3.0
Private Practice,tv,Netflix,Romance,6.6,69.0,2007,6.0
Private Practice,tv,Netflix,Drama,6.6,69.0,2007,6.0
Private Practice,tv,Netflix,Comedy,6.6,69.0,2007,6.0
Private Practice,tv,Hulu,Romance,6.6,69.0,2007,6.0
Private Practice,tv,Hulu,Drama,6.6,69.0,2007,6.0
Private Practice,tv,Hulu,Comedy,6.6,69.0,2007,6.0
Trinkets,tv,Netflix,Crime,7.1,75.0,2019,
Trinkets,tv,Netflix,Drama,7.1,75.0,2019,
Trinkets,tv,Netflix,Comedy,7.1,75.0,2019,
The Glades,tv,Hulu,Crime,7.5,70.0,2010,4.0
The Glades,tv,Hulu,Drama,7.5,70.0,2010,4.0
The Glades,tv,Hulu,Action & Adventure,7.5,70.0,2010,4.0
Animaniacs,tv,Hulu,Family,7.9,68.0,1993,5.0
Animaniacs,tv,Hulu,Comedy,7.9,68.0,1993,5.0
Animaniacs,tv,Hulu,Animation,7.9,68.0,1993,5.0
Animaniacs,tv,Hulu,Children,7.9,68.0,1993,5.0
Spinning Out,tv,Netflix,Drama,7.7,71.0,2020,1.0
Spinning Out,tv,Netflix,Sport,7.7,71.0,2020,1.0
Kim's Convenience,tv,Netflix,Comedy,8.1,69.0,2016,4.0
Bard of Blood,tv,Netflix,Drama,7.0,66.0,2019,1.0
Bard of Blood,tv,Netflix,Action & Adventure,7.0,66.0,2019,1.0
Bard of Blood,tv,Netflix,Thriller,7.0,66.0,2019,1.0
The Gift,tv,Netflix,Drama,7.5,71.0,2019,
The Gift,tv,Netflix,Fantasy,7.5,71.0,2019,
The Gift,tv,Netflix,Mystery,7.5,71.0,2019,
Greek,tv,Hulu,Drama,7.5,70.0,2007,4.0
Greek,tv,Hulu,Comedy,7.5,70.0,2007,4.0
