Title,Type,Service,Genre,IMDB,ReelGood,Released Year,Seasons
Demetri Martin: Live (At The Time),movies,Netflix,Comedy,7.4,51.0,2015,
Demetri Martin: Live (At The Time),movies,Netflix,Stand-up & Talk,7.4,51.0,2015,
Lion's Heart,movies,Netflix,Drama,6.7,52.0,2013,
Lion's Heart,movies,Netflix,Comedy,6.7,52.0,2013,
Lion's Heart,movies,Netflix,Romance,6.7,52.0,2013,
How to Get Over a Breakup,movies,Netflix,Comedy,6.2,52.0,2018,
Superpower Dogs,movies,Hulu,Documentary,7.2,51.0,2019,
Minutemen,movies,Disney+,Science-Fiction,5.8,52.0,2008,
Minutemen,movies,Disney+,Action & Adventure,5.8,52.0,2008,
Minutemen,movies,Disney+,Comedy,5.8,52.0,2008,
Minutemen,movies,Disney+,Family,5.8,52.0,2008,
The Story of Robin Hood and His Merrie Men,movies,Disney+,Action & Adventure,6.7,52.0,1952,
The Story of Robin Hood and His Merrie Men,movies,Disney+,Family,6.7,52.0,1952,
Mike Birbiglia: What I Should Have Said Was Nothing,movies,Netflix,Comedy,7.6,53.0,2008,
Mike Birbiglia: What I Should Have Said Was Nothing,movies,Netflix,Stand-up & Talk,7.6,53.0,2008,
Rocky Handsome,movies,Netflix,Crime,6.8,53.0,2016,
Rocky Handsome,movies,Netflix,Thriller,6.8,53.0,2016,
Rocky Handsome,movies,Netflix,Action & Adventure,6.8,53.0,2016,
My Stupid Boss,movies,Netflix,Drama,7.2,52.0,2016,
My Stupid Boss,movies,Netflix,Comedy,7.2,52.0,2016,
Curious George: A Halloween Boo Fest,movies,Hulu,Animation,6.8,50.0,2013,
Curious George: A Halloween Boo Fest,movies,Hulu,Action & Adventure,6.8,50.0,2013,
Curious George: A Halloween Boo Fest,movies,Hulu,Family,6.8,50.0,2013,
Namak Halaal,movies,Netflix,Drama,7.3,54.0,1982,
Namak Halaal,movies,Netflix,Action & Adventure,7.3,54.0,1982,
Namak Halaal,movies,Netflix,Comedy,7.3,54.0,1982,
Namak Halaal,movies,Netflix,Family,7.3,54.0,1982,
Ana e Vitória,movies,Netflix,Comedy,6.6,51.0,2018,
Ana e Vitória,movies,Netflix,LGBTQ,6.6,52.0,2018,
Ana e Vitória,movies,Netflix,Romance,6.6,52.0,2018,
Father of the Year,movies,Netflix,Comedy,5.2,51.0,2018,
Inside Man: Most Wanted,movies,Netflix,Crime,5.6,52.0,2019,
Inside Man: Most Wanted,movies,Netflix,Thriller,5.6,52.0,2019,
Inside Man: Most Wanted,movies,Netflix,Action & Adventure,5.6,52.0,2019,
Missing 411,movies,Hulu,Documentary,6.4,53.0,2017,
Burn Out,movies,Netflix,Thriller,6.2,53.0,2018,
Burn Out,movies,Netflix,Action & Adventure,6.2,53.0,2018,
Burn Out,movies,Netflix,Mystery,6.2,53.0,2018,
First Kill,movies,Netflix,Thriller,5.0,52.0,2017,
First Kill,movies,Netflix,Action & Adventure,5.0,52.0,2017,
First Kill,movies,Netflix,Mystery,5.0,52.0,2017,
Cinderella II: Dreams Come True,movies,Disney+,Animation,5.0,52.0,2002,
Cinderella II: Dreams Come True,movies,Disney+,Fantasy,5.0,52.0,2002,
Cinderella II: Dreams Come True,movies,Disney+,Family,5.0,52.0,2002,
Vince & Kath & James,movies,Netflix,Romance,6.9,52.0,2016,
A Kind of Murder,movies,Hulu,Crime,5.3,52.0,2016,
A Kind of Murder,movies,Hulu,Thriller,5.3,52.0,2016,
A Kind of Murder,movies,Hulu,Drama,5.3,52.0,2016,
The Little Vampire 3D,movies,Netflix,Animation,5.4,51.0,2017,
The Little Vampire 3D,movies,Netflix,Horror,5.4,51.0,2017,
The Little Vampire 3D,movies,Netflix,Comedy,5.4,51.0,2017,
The Little Vampire 3D,movies,Netflix,Family,5.4,51.0,2017,
The Eichmann Show,movies,Netflix,Drama,6.5,53.0,2015,
The Eichmann Show,movies,Netflix,History,6.5,53.0,2015,
A Teacher,movies,Hulu,Drama,4.8,52.0,2013,
A Teacher,movies,Hulu,Romance,4.8,52.0,2013,
Patton Oswalt: Talking for Clapping,movies,Netflix,Documentary,6.8,52.0,2016,
Patton Oswalt: Talking for Clapping,movies,Netflix,Comedy,6.8,51.0,2016,
Patton Oswalt: Talking for Clapping,movies,Netflix,Stand-up & Talk,6.8,51.0,2016,
Action Point,movies,Hulu,Drama,5.1,53.0,2018,
Action Point,movies,Hulu,Comedy,5.1,53.0,2018,
Monty Python: Parrot Sketch Not Included,movies,Netflix,Comedy,8.2,52.0,1989,
Carmen Sandiego: To Steal or Not to Steal,movies,Netflix,Anime,6.9,50.0,2020,
Carmen Sandiego: To Steal or Not to Steal,movies,Netflix,Animation,6.9,50.0,2020,
Carmen Sandiego: To Steal or Not to Steal,movies,Netflix,Action & Adventure,6.9,50.0,2020,
Carmen Sandiego: To Steal or Not to Steal,movies,Netflix,Family,6.9,51.0,2020,
Point Blank,movies,Netflix,Crime,5.7,53.0,2019,
Point Blank,movies,Netflix,Thriller,5.7,52.0,2019,
Point Blank,movies,Netflix,Action & Adventure,5.7,53.0,2019,
Pyaar Ke Side Effects,movies,Netflix,Drama,6.7,51.0,2006,
Pyaar Ke Side Effects,movies,Netflix,Comedy,6.7,51.0,2006,
Pyaar Ke Side Effects,movies,Netflix,Romance,6.7,51.0,2006,
The Roommate,movies,Netflix,Horror,4.8,52.0,2011,
The Roommate,movies,Netflix,Thriller,4.8,52.0,2011,
The Roommate,movies,Netflix,Drama,4.8,52.0,2011,
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,movies,Netflix,Comedy,7.5,51.0,2016,
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,movies,Netflix,Stand-up & Talk,7.5,51.0,2016,
Barbra: The Music ... The Mem'ries ... The Magic!,movies,Netflix,Documentary,7.5,53.0,2017,
Thor: Tales of Asgard,movies,Netflix,Animation,6.3,53.0,2011,
Thor: Tales of Asgard,movies,Netflix,Fantasy,6.3,53.0,2011,
Thor: Tales of Asgard,movies,Netflix,Action & Adventure,6.3,53.0,2011,
Romeo Akbar Walter,movies,Netflix,Thriller,6.5,55.0,2019,
Romeo Akbar Walter,movies,Netflix,Drama,6.5,55.0,2019,
Romeo Akbar Walter,movies,Netflix,Action & Adventure,6.5,55.0,2019,
Maria,movies,Netflix,Crime,5.0,52.0,2019,
Maria,movies,Netflix,Thriller,5.0,52.0,2019,
Maria,movies,Netflix,Action & Adventure,5.0,52.0,2019,
Marc Maron: Thinky Pain,movies,Netflix,Comedy,7.4,52.0,2013,
Marc Maron: Thinky Pain,movies,Netflix,Stand-up & Talk,7.4,52.0,2013,
Scary Movie 5,movies,Netflix,Horror,3.5,52.0,2013,
Scary Movie 5,movies,Netflix,Comedy,3.5,52.0,2013,
"El Pepe, A Supreme Life",movies,Netflix,Documentary,7.0,51.0,2019,
"El Pepe, A Supreme Life",movies,Netflix,Biography,7.0,51.0,2019,
Herbie Goes Bananas,movies,Disney+,Action & Adventure,5.0,52.0,1980,
Herbie Goes Bananas,movies,Disney+,Comedy,5.0,52.0,1980,
Herbie Goes Bananas,movies,Disney+,Family,5.0,52.0,1980,
Shelby American,movies,Netflix,Documentary,7.3,53.0,2019,
Shelby American,movies,Netflix,Biography,7.3,52.0,2019,
Shelby American,movies,Netflix,Family,7.3,53.0,2019,
The Jungle Book 2,movies,Disney+,Animation,5.4,52.0,2003,
The Jungle Book 2,movies,Disney+,Action & Adventure,5.4,52.0,2003,
The Jungle Book 2,movies,Disney+,Musical,5.4,52.0,2003,
The Jungle Book 2,movies,Disney+,Family,5.4,52.0,2003,
Dilan 1990,movies,Netflix,Drama,7.3,53.0,2018,
Dilan 1990,movies,Netflix,Romance,7.3,53.0,2018,
Muramba,movies,Netflix,Drama,8.0,53.0,2017,
Muramba,movies,Netflix,Comedy,8.0,53.0,2017,
Muramba,movies,Netflix,Family,8.0,53.0,2017,
Phineas and Ferb: Star Wars,movies,Disney+,Animation,8.2,53.0,2014,
Phineas and Ferb: Star Wars,movies,Disney+,Action & Adventure,8.2,53.0,2014,
Phineas and Ferb: Star Wars,movies,Disney+,Comedy,8.2,53.0,2014,
Phineas and Ferb: Star Wars,movies,Disney+,Family,8.2,53.0,2014,
Love in a Puff,movies,Netflix,Drama,7.2,51.0,2010,
Love in a Puff,movies,Netflix,Comedy,7.2,51.0,2010,
Love in a Puff,movies,Netflix,Romance,7.2,51.0,2010,
Acts of Violence,movies,Netflix,Crime,5.3,54.0,2018,
Acts of Violence,movies,Netflix,Drama,5.3,54.0,2018,
Acts of Violence,movies,Netflix,Action & Adventure,5.3,54.0,2018,
Lucky Day,movies,Hulu,Crime,5.0,53.0,2019,
Lucky Day,movies,Hulu,Action & Adventure,5.0,53.0,2019,
Lucky Day,movies,Hulu,Comedy,5.0,53.0,2019,
The Outsider,movies,Netflix,Thriller,6.6,51.0,2016,
The Outsider,movies,Netflix,Drama,6.6,52.0,2016,
The Outsider,movies,Netflix,Biography,6.6,51.0,2016,
Maniyarayile Ashokan,movies,Netflix,Drama,4.7,51.0,2020,
Maniyarayile Ashokan,movies,Netflix,Comedy,4.7,50.0,2020,
Maniyarayile Ashokan,movies,Netflix,Romance,4.6,51.0,2020,
We Are Young. We Are Strong.,movies,Netflix,Crime,7.1,52.0,2014,
We Are Young. We Are Strong.,movies,Netflix,Drama,7.1,52.0,2014,
We Are Young. We Are Strong.,movies,Netflix,History,7.1,52.0,2014,
Ares,movies,Netflix,Science-Fiction,6.2,52.0,2016,
Ares,movies,Netflix,Thriller,6.2,52.0,2016,
Ares,movies,Netflix,Drama,6.2,53.0,2016,
Betty White: First Lady of Television,movies,Netflix,Documentary,7.8,52.0,2018,
Lupt,movies,Netflix,Horror,6.8,52.0,2018,
Lupt,movies,Netflix,Thriller,6.8,52.0,2018,
Lupt,movies,Netflix,Mystery,6.8,52.0,2018,
My Little Pony: The Princess Promenade,movies,Hulu,Animation,7.5,52.0,2006,
My Little Pony: The Princess Promenade,movies,Hulu,Fantasy,7.5,52.0,2006,
My Little Pony: The Princess Promenade,movies,Hulu,Family,7.5,52.0,2006,
Dave Chappelle: The Kennedy Center Mark Twain Prize,movies,Netflix,Comedy,7.4,52.0,2020,
Stephanie,movies,Netflix,Horror,5.8,51.0,2017,
Stephanie,movies,Netflix,Fantasy,5.8,51.0,2017,
Stephanie,movies,Netflix,Drama,5.8,51.0,2017,
Rudy Habibie,movies,Netflix,Drama,7.5,53.0,2016,
Rudy Habibie,movies,Netflix,Biography,7.5,53.0,2016,
Rudy Habibie,movies,Netflix,Romance,7.5,53.0,2016,
Killers Anonymous,movies,Hulu,Crime,5.1,45.0,2019,
Killers Anonymous,movies,Hulu,Action & Adventure,5.1,45.0,2019,
Killers Anonymous,movies,Hulu,Mystery,5.1,45.0,2019,
Jab Harry Met Sejal,movies,Netflix,Drama,5.3,50.0,2017,
Jab Harry Met Sejal,movies,Netflix,Comedy,5.3,50.0,2017,
Jab Harry Met Sejal,movies,Netflix,Romance,5.3,50.0,2017,
A Second Chance,movies,Netflix,Drama,7.1,53.0,2015,
A Second Chance,movies,Netflix,Sport,7.1,53.0,2015,
A Second Chance,movies,Netflix,Family,7.1,53.0,2015,
It's for Your Own Good,movies,Netflix,Comedy,5.5,51.0,2017,
The Watchman,movies,Netflix,Thriller,6.4,51.0,2019,
The Watchman,movies,Netflix,Drama,6.4,51.0,2019,
The Watchman,movies,Netflix,Action & Adventure,6.4,51.0,2019,
The Watchman,movies,Netflix,Mystery,6.4,51.0,2019,
Mac & Devin Go to High School,movies,Netflix,Comedy,4.4,50.0,2012,
Deuces Wild,movies,Hulu,Crime,5.7,51.0,2002,
Deuces Wild,movies,Hulu,Drama,5.7,51.0,2002,
Deuces Wild,movies,Hulu,Action & Adventure,5.7,51.0,2002,
Jim Gaffigan: Cinco,movies,Netflix,Comedy,7.1,54.0,2017,
Jim Gaffigan: Cinco,movies,Netflix,Stand-up & Talk,7.1,54.0,2017,
Barbie: The Pearl Princess,movies,Hulu,Animation,6.2,52.0,2013,
Barbie: The Pearl Princess,movies,Hulu,Family,6.2,52.0,2013,
Riot,movies,Netflix,Documentary,5.2,54.0,2015,
Riot,movies,Netflix,Drama,5.2,54.0,2015,
Riot,movies,Netflix,Action & Adventure,5.2,54.0,2015,
Mom's Got a Date with a Vampire,movies,Disney+,Fantasy,5.9,51.0,2000,
Mom's Got a Date with a Vampire,movies,Disney+,Comedy,5.9,51.0,2000,
Mom's Got a Date with a Vampire,movies,Disney+,Family,5.9,51.0,2000,
Double Teamed,movies,Disney+,Drama,6.1,51.0,2002,
Double Teamed,movies,Disney+,Biography,6.1,51.0,2002,
Double Teamed,movies,Disney+,Family,6.1,51.0,2002,
Birthmarked,movies,Netflix,Comedy,5.7,52.0,2018,
Connected,movies,Netflix,Crime,6.6,53.0,2008,
Connected,movies,Netflix,Action & Adventure,6.6,53.0,2008,
Connected,movies,Netflix,Mystery,6.6,53.0,2008,
Sebastian Maniscalco: Stay Hungry,movies,Netflix,Comedy,7.1,51.0,2019,
Sebastian Maniscalco: Stay Hungry,movies,Netflix,Stand-up & Talk,7.1,51.0,2019,
God Bless the Broken Road,movies,Netflix,Drama,5.5,53.0,2018,
God Bless the Broken Road,movies,Netflix,Family,5.5,53.0,2018,
All Good,movies,Netflix,Drama,6.4,54.0,2018,
Black Hole Apocalypse,movies,Netflix,Documentary,8.0,52.0,2018,
Dabbe 5: Zehr-i Cin,movies,Netflix,Horror,6.0,53.0,2014,
Our Planet: Behind The Scenes,movies,Netflix,Documentary,8.3,53.0,2019,
The Living Desert,movies,Disney+,Documentary,7.5,51.0,1953,
The Living Desert,movies,Disney+,Family,7.5,51.0,1953,
The Silence of the Sky,movies,Netflix,Horror,6.5,52.0,2016,
The Silence of the Sky,movies,Netflix,Thriller,6.5,52.0,2016,
The Silence of the Sky,movies,Netflix,Drama,6.5,52.0,2016,
Jeff Dunham: All Over the Map,movies,Netflix,Comedy,7.1,53.0,2014,
Jeff Dunham: All Over the Map,movies,Netflix,Stand-up & Talk,7.1,53.0,2014,
The Last Laugh,movies,Netflix,Comedy,5.6,51.0,2019,
Sun Dogs,movies,Netflix,Drama,6.2,52.0,2017,
Sun Dogs,movies,Netflix,Action & Adventure,6.2,52.0,2017,
Sun Dogs,movies,Netflix,Comedy,6.2,52.0,2017,
Indian Horse,movies,Netflix,Drama,7.2,50.0,2018,
The Bye Bye Man,movies,Netflix,Horror,4.2,51.0,2017,
The Bye Bye Man,movies,Netflix,Thriller,4.2,51.0,2017,
The Bye Bye Man,movies,Netflix,Mystery,4.2,51.0,2017,
Zapped,movies,Netflix,Fantasy,5.1,51.0,2014,
Zapped,movies,Netflix,Comedy,5.1,51.0,2014,
Zapped,movies,Netflix,Family,5.1,51.0,2014,
Zapped,movies,Disney+,Fantasy,5.1,51.0,2014,
Zapped,movies,Disney+,Comedy,5.1,51.0,2014,
Zapped,movies,Disney+,Family,5.1,51.0,2014,
Zapped,movies,Hulu,Fantasy,5.1,51.0,2014,
Zapped,movies,Hulu,Comedy,5.1,51.0,2014,
Zapped,movies,Hulu,Family,5.1,51.0,2014,
Mercy Black,movies,Netflix,Horror,4.9,52.0,2019,
Mercy Black,movies,Netflix,Thriller,4.9,52.0,2019,
Mercy Black,movies,Netflix,Action & Adventure,4.9,52.0,2019,
Mercy Black,movies,Netflix,Mystery,4.9,52.0,2019,
Kingdom of Us,movies,Netflix,Documentary,7.0,52.0,2017,
Kingdom of Us,movies,Netflix,Drama,7.0,52.0,2017,
ABCD,movies,Netflix,Drama,6.3,51.0,2013,
ABCD,movies,Netflix,Musical,6.3,51.0,2013,
Love on Delivery,movies,Netflix,Action & Adventure,6.9,51.0,1994,
Love on Delivery,movies,Netflix,Comedy,6.9,51.0,1994,
Love on Delivery,movies,Netflix,Romance,6.9,51.0,1994,
Gabriel Iglesias: One Show Fits All,movies,Netflix,Documentary,7.3,51.0,2019,
Gabriel Iglesias: One Show Fits All,movies,Netflix,Comedy,7.3,51.0,2019,
Gabriel Iglesias: One Show Fits All,movies,Netflix,Stand-up & Talk,7.3,51.0,2019,
Desperate Hours,movies,Hulu,Crime,5.4,53.0,1990,
Desperate Hours,movies,Hulu,Thriller,5.4,53.0,1990,
Desperate Hours,movies,Hulu,Drama,5.4,53.0,1990,
Desperate Hours,movies,Hulu,Action & Adventure,5.4,53.0,1990,
Rubaru Roshni,movies,Netflix,Documentary,8.9,52.0,2019,
Life Overtakes Me,movies,Netflix,Documentary,6.5,51.0,2019,
Sarvam Thaala Mayam,movies,Netflix,Drama,7.6,51.0,2019,
Sarvam Thaala Mayam,movies,Netflix,Family,7.6,51.0,2019,
Mumbai Meri Jaan,movies,Netflix,Drama,7.7,54.0,2008,
In the Shadow of Iris,movies,Netflix,Thriller,6.1,52.0,2016,
In the Shadow of Iris,movies,Netflix,Drama,6.1,52.0,2016,
In the Shadow of Iris,movies,Netflix,Mystery,6.1,52.0,2016,
Mr. North,movies,Hulu,Drama,5.9,52.0,1988,
Mr. North,movies,Hulu,Comedy,5.9,52.0,1988,
Arctic Dogs,movies,Netflix,Animation,4.7,51.0,2019,
Arctic Dogs,movies,Netflix,Action & Adventure,4.7,51.0,2019,
Arctic Dogs,movies,Netflix,Comedy,4.7,51.0,2019,
Arctic Dogs,movies,Netflix,Family,4.7,52.0,2019,
The Legacy of a Whitetail Deer Hunter,movies,Netflix,Drama,5.5,50.0,2018,
The Legacy of a Whitetail Deer Hunter,movies,Netflix,Action & Adventure,5.5,50.0,2018,
The Legacy of a Whitetail Deer Hunter,movies,Netflix,Comedy,5.5,50.0,2018,
Once Again,movies,Netflix,Drama,7.0,50.0,2019,
Once Again,movies,Netflix,Romance,7.0,50.0,2019,
Phantom of the Megaplex,movies,Disney+,Action & Adventure,6.5,51.0,2000,
Phantom of the Megaplex,movies,Disney+,Comedy,6.5,51.0,2000,
Phantom of the Megaplex,movies,Disney+,Family,6.5,51.0,2000,
Barbie & Her Sisters in the Great Puppy Adventure,movies,Hulu,Animation,6.4,51.0,2015,
Barbie & Her Sisters in the Great Puppy Adventure,movies,Hulu,Action & Adventure,6.4,51.0,2015,
Barbie & Her Sisters in the Great Puppy Adventure,movies,Hulu,Family,6.4,51.0,2015,
Shipwrecked,movies,Disney+,Action & Adventure,6.7,52.0,1990,
Shipwrecked,movies,Disney+,Family,6.7,52.0,1990,
Bottom of the World,movies,Netflix,Thriller,5.3,53.0,2017,
Bottom of the World,movies,Netflix,Drama,5.3,53.0,2017,
Bottom of the World,movies,Netflix,Mystery,5.3,53.0,2017,
Out,movies,Disney+,Animation,7.7,51.0,2020,
Out,movies,Disney+,Comedy,7.7,51.0,2020,
Out,movies,Disney+,LGBTQ,7.7,51.0,2020,
Out,movies,Disney+,Family,7.7,51.0,2020,
Sebastian Maniscalco: What's Wrong with People?,movies,Netflix,Comedy,8.1,53.0,2012,
Ee Nagaraniki Emaindi,movies,Netflix,Drama,7.9,49.0,2018,
Ee Nagaraniki Emaindi,movies,Netflix,Comedy,7.9,49.0,2018,
Polaroid,movies,Netflix,Horror,5.1,51.0,2019,
Polaroid,movies,Netflix,Drama,5.1,51.0,2019,
Polaroid,movies,Netflix,Mystery,5.1,51.0,2019,
The Prince and the Pauper,movies,Disney+,Animation,7.1,52.0,1990,
The Prince and the Pauper,movies,Disney+,Action & Adventure,7.1,52.0,1990,
The Prince and the Pauper,movies,Disney+,Comedy,7.1,52.0,1990,
The Prince and the Pauper,movies,Disney+,Family,7.1,52.0,1990,
Shor in the City,movies,Netflix,Crime,7.2,49.0,2011,
Shor in the City,movies,Netflix,Drama,7.2,49.0,2011,
It Came from the Desert,movies,Hulu,Horror,4.2,48.0,2017,
It Came from the Desert,movies,Hulu,Action & Adventure,4.2,49.0,2017,
It Came from the Desert,movies,Hulu,Comedy,4.2,49.0,2017,
Clair Obscur,movies,Netflix,Drama,6.5,51.0,2016,
Travis Scott: Look Mom I Can Fly,movies,Netflix,Documentary,6.3,52.0,2019,
Travis Scott: Look Mom I Can Fly,movies,Netflix,Musical,6.3,52.0,2019,
The Gospel of John,movies,Netflix,Drama,7.6,50.0,2014,
Trick,movies,Hulu,Horror,4.8,50.0,2019,
Trick,movies,Hulu,Thriller,4.8,50.0,2019,
Trick,movies,Hulu,Mystery,4.8,50.0,2019,
Yeh Ballet,movies,Netflix,Drama,7.6,50.0,2020,
Screwed,movies,Netflix,Crime,5.8,52.0,2000,
Screwed,movies,Netflix,Action & Adventure,5.8,52.0,2000,
Screwed,movies,Netflix,Comedy,5.8,52.0,2000,
Running for Grace,movies,Netflix,Family,6.1,52.0,2018,
Running for Grace,movies,Netflix,Romance,6.1,52.0,2018,
Diary of a Wimpy Kid: The Long Haul,movies,Disney+,Comedy,4.3,52.0,2017,
Diary of a Wimpy Kid: The Long Haul,movies,Disney+,Family,4.3,52.0,2017,
The Roads Not Taken,movies,Hulu,Drama,5.1,54.0,2020,
The Dream Is Alive,movies,Hulu,Documentary,7.6,50.0,1985,
Sarah Silverman: A Speck of Dust,movies,Netflix,Comedy,6.8,51.0,2017,
Sarah Silverman: A Speck of Dust,movies,Netflix,Stand-up & Talk,6.8,51.0,2017,
Stuck in the Suburbs,movies,Disney+,Comedy,5.6,52.0,2004,
Stuck in the Suburbs,movies,Disney+,Musical,5.6,51.0,2004,
Stuck in the Suburbs,movies,Disney+,Family,5.6,51.0,2004,
Hangman,movies,Netflix,Crime,5.2,52.0,2017,
Hangman,movies,Netflix,Thriller,5.2,52.0,2017,
Hangman,movies,Netflix,Mystery,5.2,52.0,2017,
No Other Woman,movies,Netflix,Thriller,6.3,52.0,2011,
No Other Woman,movies,Netflix,Drama,6.3,51.0,2011,
No Other Woman,movies,Netflix,Romance,6.3,52.0,2011,
Spyder,movies,Netflix,Crime,6.6,53.0,2017,
Spyder,movies,Netflix,Thriller,6.6,52.0,2017,
Spyder,movies,Netflix,Action & Adventure,6.6,53.0,2017,
The Midnight Man,movies,Hulu,Horror,4.8,50.0,2016,
Into the Okavango,movies,Disney+,Documentary,7.6,52.0,2018,
Dad Wanted,movies,Netflix,Comedy,5.7,53.0,2020,
Dad Wanted,movies,Netflix,Family,5.7,54.0,2020,
Davy Crockett and the River Pirates,movies,Disney+,Action & Adventure,6.8,51.0,1956,
Davy Crockett and the River Pirates,movies,Disney+,Comedy,6.8,51.0,1956,
Davy Crockett and the River Pirates,movies,Disney+,Family,6.8,51.0,1956,
Dave Chappelle: Equanimity,movies,Netflix,Comedy,8.2,52.0,2017,
Dave Chappelle: Equanimity,movies,Netflix,Stand-up & Talk,8.2,52.0,2017,
Lamp Life,movies,Disney+,Animation,6.7,53.0,2020,
Lamp Life,movies,Disney+,Fantasy,6.7,53.0,2020,
Lamp Life,movies,Disney+,Family,6.7,53.0,2020,
Consequences,movies,Netflix,Crime,6.6,51.0,2014,
Consequences,movies,Netflix,Thriller,6.6,51.0,2014,
Consequences,movies,Netflix,Drama,6.6,51.0,2014,
Loev,movies,Netflix,Drama,5.8,52.0,2016,
Loev,movies,Netflix,LGBTQ,5.8,52.0,2016,
Loev,movies,Netflix,Romance,5.8,52.0,2016,
Winnie the Pooh: Springtime with Roo,movies,Disney+,Animation,6.5,51.0,2004,
Winnie the Pooh: Springtime with Roo,movies,Disney+,Action & Adventure,6.5,51.0,2004,
Winnie the Pooh: Springtime with Roo,movies,Disney+,Comedy,6.5,51.0,2004,
Winnie the Pooh: Springtime with Roo,movies,Disney+,Family,6.5,51.0,2004,
The Lost Okoroshi,movies,Netflix,Drama,6.0,52.0,2019,
The Lost Okoroshi,movies,Netflix,Action & Adventure,6.0,52.0,2019,
Genius,movies,Netflix,Thriller,4.6,52.0,2018,
Genius,movies,Netflix,Action & Adventure,4.6,51.0,2018,
Genius,movies,Netflix,Mystery,4.6,52.0,2018,
The Gathering,movies,Netflix,Drama,7.2,52.0,2003,
The Gathering,movies,Netflix,Comedy,7.2,52.0,2003,
Kevin James: Sweat the Small Stuff,movies,Netflix,Documentary,7.5,53.0,2001,
Kevin James: Sweat the Small Stuff,movies,Netflix,Comedy,7.5,53.0,2001,
LEGO Marvel Super Heroes: Avengers Reassembled!,movies,Netflix,Animation,6.2,51.0,2015,
LEGO Marvel Super Heroes: Avengers Reassembled!,movies,Netflix,Action & Adventure,6.2,51.0,2015,
LEGO Marvel Super Heroes: Avengers Reassembled!,movies,Netflix,Comedy,6.2,51.0,2015,
Criminal Law,movies,Hulu,Crime,5.7,51.0,1988,
Criminal Law,movies,Hulu,Thriller,5.7,51.0,1988,
Criminal Law,movies,Hulu,Drama,5.7,51.0,1988,
Accident,movies,Netflix,Thriller,6.6,51.0,2009,
Accident,movies,Netflix,Action & Adventure,6.6,51.0,2009,
Accident,movies,Netflix,Mystery,6.6,51.0,2009,
John Was Trying to Contact Aliens,movies,Netflix,Documentary,6.3,53.0,2020,
John Was Trying to Contact Aliens,movies,Netflix,Biography,6.3,53.0,2020,
John Was Trying to Contact Aliens,movies,Netflix,Romance,6.3,53.0,2020,
Fearless,movies,Netflix,Animation,4.9,54.0,2020,
Fearless,movies,Netflix,Comedy,4.9,54.0,2020,
Fearless,movies,Netflix,Family,4.9,54.0,2020,
Lommbock,movies,Netflix,Comedy,6.8,50.0,2017,
Making Plans for Lena,movies,Hulu,Drama,6.1,49.0,2009,
Making Plans for Lena,movies,Hulu,Comedy,6.1,49.0,2009,
Jhankaar Beats,movies,Netflix,Comedy,7.2,52.0,2003,
Jhankaar Beats,movies,Netflix,Musical,7.2,52.0,2003,
Jhankaar Beats,movies,Netflix,Romance,7.2,52.0,2003,
Girlfriend's Day,movies,Netflix,Drama,5.2,52.0,2017,
Girlfriend's Day,movies,Netflix,Comedy,5.2,52.0,2017,
Murder to Mercy: The Cyntoia Brown Story,movies,Netflix,Documentary,6.3,50.0,2020,
Search Party,movies,Netflix,Action & Adventure,5.6,52.0,2014,
Search Party,movies,Netflix,Comedy,5.6,52.0,2014,
Vizontele Tuuba,movies,Netflix,Drama,6.5,51.0,2004,
Vizontele Tuuba,movies,Netflix,Comedy,6.5,51.0,2004,
Rising High,movies,Netflix,Drama,5.7,52.0,2020,
Rising High,movies,Netflix,Comedy,5.7,52.0,2020,
Hank: 5 Years from the Brink,movies,Netflix,Documentary,6.6,52.0,2013,
Hank: 5 Years from the Brink,movies,Netflix,Biography,6.6,52.0,2013,
7 Años,movies,Netflix,Drama,6.8,51.0,2016,
Shorts,movies,Netflix,Fantasy,4.7,52.0,2009,
Shorts,movies,Netflix,Action & Adventure,4.7,52.0,2009,
Shorts,movies,Netflix,Comedy,4.7,52.0,2009,
Shorts,movies,Netflix,Family,4.7,52.0,2009,
Girls & Panzer: The Movie,movies,Netflix,Anime,7.3,52.0,2015,
Girls & Panzer: The Movie,movies,Netflix,Animation,7.3,52.0,2015,
Girls & Panzer: The Movie,movies,Netflix,Action & Adventure,7.3,52.0,2015,
Tarzan & Jane,movies,Disney+,Animation,5.3,49.0,2002,
Tarzan & Jane,movies,Disney+,Action & Adventure,5.3,49.0,2002,
Tarzan & Jane,movies,Disney+,Family,5.3,50.0,2002,
Convict,movies,Netflix,Crime,5.3,52.0,2014,
Convict,movies,Netflix,Drama,5.3,52.0,2014,
Convict,movies,Netflix,Action & Adventure,5.3,52.0,2014,
Jinxed,movies,Netflix,Fantasy,6.5,52.0,2013,
Jinxed,movies,Netflix,Comedy,6.5,52.0,2013,
Jinxed,movies,Netflix,Family,6.5,52.0,2013,
Big Kill,movies,Netflix,Action & Adventure,5.2,49.0,2018,
Phobia 2,movies,Netflix,Horror,6.7,51.0,2009,
Phobia 2,movies,Netflix,Fantasy,6.7,51.0,2009,
Phobia 2,movies,Netflix,Comedy,6.7,51.0,2009,
A Nasty Piece of Work,movies,Hulu,Horror,6.6,51.0,2019,
